Svinna;1281;694;54.17;694;683;1288;624;48.44;624;613;Trencin;Trenciansky kraj
Stvrtok;317;207;65.29;207;206;318;188;59.11;188;183;Trencin;Trenciansky kraj
Trencianska Tepla;3398;1854;54.56;1854;1848;3396;1552;45.7;1552;1519;Trencin;Trenciansky kraj
Trencianska Turna;2751;1703;61.9;1703;1684;2766;1508;54.51;1508;1471;Trencin;Trenciansky kraj
Trencianske Jastrabie;1032;627;60.75;627;623;1032;514;49.8;514;488;Trencin;Trenciansky kraj
Trencianske Mitice;638;370;57.99;370;361;632;298;47.15;298;290;Trencin;Trenciansky kraj
Trencianske Stankovce;2738;1590;58.07;1590;1574;2723;1316;48.32;1316;1272;Trencin;Trenciansky kraj
Trencianske Teplice;3769;2223;58.98;2220;2212;3805;2030;53.35;2029;1982;Trencin;Trenciansky kraj
Trencin;45663;25407;55.64;25399;25260;46046;23342;50.69;23341;22875;Trencin;Trenciansky kraj
Velka Hradna;583;345;59.17;345;345;585;317;54.18;317;316;Trencin;Trenciansky kraj
Velke Bierovce;550;352;64;352;349;552;328;59.42;328;318;Trencin;Trenciansky kraj
Zamarovce;876;560;63.92;557;539;875;487;55.65;487;479;Trencin;Trenciansky kraj
Bajc;1017;395;38.83;395;395;1010;333;32.97;333;331;Komarno;Nitriansky kraj
Batorove Kosihy;2754;560;20.33;560;552;2755;420;15.24;420;410;Komarno;Nitriansky kraj
Bodza;326;78;23.92;78;77;327;71;21.71;71;68;Komarno;Nitriansky kraj
Bodzianske Luky;163;50;30.67;50;50;164;49;29.87;49;48;Komarno;Nitriansky kraj
Brestovec;406;141;34.72;141;140;408;116;28.43;116;112;Komarno;Nitriansky kraj
Buc;965;171;17.72;171;170;964;142;14.73;142;141;Komarno;Nitriansky kraj
Calovec;939;267;28.43;267;267;943;219;23.22;219;216;Komarno;Nitriansky kraj
Cicov;1068;221;20.69;221;219;1077;206;19.12;206;206;Komarno;Nitriansky kraj
Dedina Mladeze;371;128;34.5;128;127;367;110;29.97;110;110;Komarno;Nitriansky kraj
Dulovce;1389;503;36.21;503;500;1383;427;30.87;427;422;Komarno;Nitriansky kraj
Holiare;392;78;19.89;78;75;396;79;19.94;79;77;Komarno;Nitriansky kraj
Hurbanovo;6215;2310;37.16;2310;2296;6197;2007;32.38;2007;1981;Komarno;Nitriansky kraj
Chotin;1172;334;28.49;334;329;1174;262;22.31;262;259;Komarno;Nitriansky kraj
Imel;1685;600;35.6;599;594;1690;513;30.35;513;509;Komarno;Nitriansky kraj
Iza;1408;369;26.2;369;368;1428;346;24.22;346;340;Komarno;Nitriansky kraj
Kamenicna;1616;378;23.39;378;375;1613;320;19.83;320;319;Komarno;Nitriansky kraj
Klizska Nema;391;88;22.5;88;86;393;77;19.59;77;74;Komarno;Nitriansky kraj
Kolarovo;8765;1911;21.8;1910;1888;8757;1870;21.35;1870;1839;Komarno;Nitriansky kraj
Komarno;28087;8809;31.36;8807;8746;28121;8009;28.48;8009;7894;Komarno;Nitriansky kraj
Kravany nad Dunajom;612;161;26.3;161;160;615;133;21.62;133;133;Komarno;Nitriansky kraj
Lipove;125;76;60.8;76;75;127;83;65.35;83;82;Komarno;Nitriansky kraj
Marcelova;3166;595;18.79;595;589;3149;426;13.52;426;416;Komarno;Nitriansky kraj
Martovce;595;124;20.84;124;123;595;86;14.45;86;85;Komarno;Nitriansky kraj
Moca;950;174;18.31;174;173;958;153;15.97;153;150;Komarno;Nitriansky kraj
Modrany;1082;173;15.98;173;173;1082;110;10.16;110;107;Komarno;Nitriansky kraj
Mudronovo;93;51;54.83;51;51;98;34;34.69;34;32;Komarno;Nitriansky kraj
Nesvady;4114;1122;27.27;1122;1114;4057;955;23.53;955;947;Komarno;Nitriansky kraj
Okolicna na Ostrove;1207;188;15.57;188;184;1201;178;14.82;178;175;Komarno;Nitriansky kraj
Patince;446;161;36.09;161;159;460;142;30.86;142;136;Komarno;Nitriansky kraj
Pribeta;2385;675;28.3;675;665;2386;576;24.14;576;563;Komarno;Nitriansky kraj
Radvan nad Dunajom;587;156;26.57;156;152;591;121;20.47;121;119;Komarno;Nitriansky kraj
Sokolce;1007;240;23.83;240;238;1020;197;19.31;197;196;Komarno;Nitriansky kraj
Svaty Peter;2263;715;31.59;715;710;2276;592;26.1;592;585;Komarno;Nitriansky kraj
Srobarova;421;200;47.5;200;199;418;206;49.28;206;203;Komarno;Nitriansky kraj
Ton;642;180;28.3;180;177;635;148;23.3;148;146;Komarno;Nitriansky kraj
Travnik;573;148;25.82;148;148;572;109;19.5;109;106;Komarno;Nitriansky kraj
Velke Kosihy;817;247;30.23;247;245;808;170;21.3;170;166;Komarno;Nitriansky kraj
Virt;246;81;32.92;81;80;248;85;34.27;85;84;Komarno;Nitriansky kraj
Vrbova nad Vahom;448;105;23.43;105;104;447;79;17.67;79;78;Komarno;Nitriansky kraj
Zemianska Olca;2029;365;17.98;365;362;2026;323;15.94;323;321;Komarno;Nitriansky kraj
Zlatna na Ostrove;2037;337;16.54;337;330;2037;293;14.38;293;290;Komarno;Nitriansky kraj
Bajka;253;69;27.27;69;69;253;58;22.92;58;58;Levice;Nitriansky kraj
Batovce;961;460;47.86;460;450;963;378;39.25;378;370;Levice;Nitriansky kraj
Besa - Levice;537;203;37.8;203;203;530;157;29.62;157;156;Levice;Nitriansky kraj
Bielovce;190;60;31.57;60;60;188;42;22.34;42;42;Levice;Nitriansky kraj
Bohunice;123;74;60.16;74;73;129;78;60.46;78;76;Levice;Nitriansky kraj
Bory;266;127;47.74;127;124;269;105;39.03;105;100;Levice;Nitriansky kraj
Brhlovce;262;132;50.38;132;132;267;131;49.06;131;130;Levice;Nitriansky kraj
Cajkov;796;482;60.55;482;481;795;413;51.94;413;396;Levice;Nitriansky kraj
Caka;629;266;42.28;266;265;626;197;31.46;197;196;Levice;Nitriansky kraj
Cata;905;235;25.96;235;232;903;190;21.4;190;186;Levice;Nitriansky kraj
Demandice;806;377;46.77;377;366;802;295;36.78;295;293;Levice;Nitriansky kraj
Devicany;348;203;58.33;203;202;342;151;44.15;151;149;Levice;Nitriansky kraj
Dolna Sec;410;185;45.12;185;184;413;162;39.22;162;160;Levice;Nitriansky kraj
Dolne Semerovce;417;93;22.3;93;93;418;82;19.61;82;82;Levice;Nitriansky kraj
Dolny Pial;793;351;44.26;351;350;788;266;33.75;266;263;Levice;Nitriansky kraj
Domadice;217;121;55.76;121;120;221;104;47.05;104;101;Levice;Nitriansky kraj
Drzenice;316;183;57.91;183;183;320;161;50.31;161;157;Levice;Nitriansky kraj
Farna;1147;314;27.37;314;309;1144;234;20.45;234;231;Levice;Nitriansky kraj
Hokovce;438;186;42.46;186;185;420;143;34.04;143;142;Levice;Nitriansky kraj
Hontianska Vrbica;496;179;36.08;179;179;493;131;26.57;131;128;Levice;Nitriansky kraj
Hontianske Trstany;255;171;67.05;171;169;253;121;47.82;121;115;Levice;Nitriansky kraj
Horna Sec;468;308;65.81;308;304;460;265;57.6;265;258;Levice;Nitriansky kraj
Horne Semerovce;498;195;39.15;195;195;500;163;32.6;163;160;Levice;Nitriansky kraj
Horne Turovce;480;192;40;192;191;473;151;31.92;151;148;Levice;Nitriansky kraj
Horny Pial;230;107;46.52;107;107;230;77;33.47;77;77;Levice;Nitriansky kraj
Hrkovce;263;104;39.54;104;103;255;88;34.5;88;87;Levice;Nitriansky kraj
Hronovce;1199;434;36.19;434;433;1200;326;27.16;326;324;Levice;Nitriansky kraj
Hronske Klacany;1168;712;60.95;712;710;1177;611;51.91;611;596;Levice;Nitriansky kraj
Hronske Kosihy;573;287;50.08;287;286;573;242;42.23;242;238;Levice;Nitriansky kraj
Ina;197;109;55.32;109;107;196;94;47.95;94;90;Levice;Nitriansky kraj
Ipelske Ulany;242;72;29.75;72;72;240;68;28.33;68;68;Levice;Nitriansky kraj
Ipelsky Sokolec;698;173;24.78;173;170;684;147;21.49;147;145;Levice;Nitriansky kraj
Jablonovce;189;97;51.32;97;96;192;82;42.7;82;81;Levice;Nitriansky kraj
Jesenske - Levice;38;25;65.78;25;25;38;20;52.63;20;19;Levice;Nitriansky kraj
Jur nad Hronom;809;406;50.18;406;405;808;330;40.84;330;320;Levice;Nitriansky kraj
Kalna nad Hronom;1730;783;45.26;783;779;1721;634;36.83;633;621;Levice;Nitriansky kraj
Ket;498;201;40.36;201;200;495;134;27.7;134;130;Levice;Nitriansky kraj
Kozarovce;1620;907;55.98;907;901;1620;790;48.76;790;774;Levice;Nitriansky kraj
Krskany;648;337;52;337;333;646;273;42.26;273;262;Levice;Nitriansky kraj
Kubanovo;229;67;29.25;67;67;234;67;28.63;67;64;Levice;Nitriansky kraj
Kukucinov;492;165;33.53;165;164;491;117;23.82;117;116;Levice;Nitriansky kraj
Kuralany;432;210;48.61;210;209;433;193;44.57;193;192;Levice;Nitriansky kraj
Levice;27319;13565;49.65;13563;13512;27128;11743;43.28;11742;11536;Levice;Nitriansky kraj
Lok;814;302;37.1;302;300;817;233;28.51;233;232;Levice;Nitriansky kraj
Lontov;518;109;21.4;109;108;516;81;15.69;81;81;Levice;Nitriansky kraj
Lula;151;63;41.72;63;63;151;61;40.39;61;58;Levice;Nitriansky kraj
Malas;420;138;32.85;138;138;419;123;29.35;123;123;Levice;Nitriansky kraj
Male Kozmalovce;332;147;44.27;147;143;332;121;36.44;121;121;Levice;Nitriansky kraj
Male Ludince;139;41;29.49;41;40;138;30;21.73;30;30;Levice;Nitriansky kraj
Mytne Ludany;772;264;34.19;264;264;771;215;27.88;215;213;Levice;Nitriansky kraj
Nova Dedina;1255;709;56.49;709;707;1256;617;49.12;617;603;Levice;Nitriansky kraj
Novy Tekov;707;380;53.74;380;380;712;314;44.1;314;309;Levice;Nitriansky kraj
Nyrovce;462;155;33.54;155;153;459;130;28.32;130;128;Levice;Nitriansky kraj
Ondrejovce;360;164;45.55;164;163;359;126;35.09;126;121;Levice;Nitriansky kraj
Pastovce;430;101;23.48;101;100;429;80;18.64;80;78;Levice;Nitriansky kraj
Pecenice;121;84;69.42;84;84;117;77;65.81;77;75;Levice;Nitriansky kraj
Plastovce;1324;465;35.12;465;456;1323;381;28.79;381;378;Levice;Nitriansky kraj
Plave Vozokany;610;208;34.09;208;208;604;194;32.11;194;191;Levice;Nitriansky kraj
Podluzany;653;370;56.66;370;366;640;330;51.56;330;321;Levice;Nitriansky kraj
Pohronsky Ruskov;1033;351;33.97;351;348;1034;292;28.23;292;283;Levice;Nitriansky kraj
Pukanec;1571;774;49.26;774;769;1623;643;39.61;643;637;Levice;Nitriansky kraj
Rybnik - Levice;1175;704;59.91;704;697;1189;605;50.88;605;599;Levice;Nitriansky kraj
Santovka;576;288;50;288;287;572;230;40.2;230;226;Levice;Nitriansky kraj
Sazdice;362;101;27.9;101;100;363;106;29.2;106;106;Levice;Nitriansky kraj
Sikenica;521;119;22.84;119;119;519;94;18.11;94;92;Levice;Nitriansky kraj
Slatina;244;66;27.4;66;65;250;61;24.4;61;58;Levice;Nitriansky kraj
Stary Hradok;155;69;44.51;69;69;158;66;41.77;66;66;Levice;Nitriansky kraj
Stary Tekov;1230;776;63.08;776;768;1225;659;53.79;659;651;Levice;Nitriansky kraj
Sahy;6125;1877;30.64;1877;1864;6104;1652;27.6;1652;1629;Levice;Nitriansky kraj
Salov;266;47;17.66;47;47;265;30;11.32;30;30;Levice;Nitriansky kraj
Sarovce;1263;308;24.38;308;305;1260;227;18.1;227;226;Levice;Nitriansky kraj
Tehla;402;160;39.8;160;158;399;119;29.82;119;119;Levice;Nitriansky kraj
Tekovske Luzany;2339;777;33.21;777;769;2332;562;24.9;562;555;Levice;Nitriansky kraj
Tekovsky Hradok;286;95;33.21;95;95;288;73;25.34;73;69;Levice;Nitriansky kraj
Tlmace;3136;1592;50.76;1592;1581;3126;1401;44.81;1401;1372;Levice;Nitriansky kraj
Tupa;474;210;44.3;210;210;484;160;33.05;160;159;Levice;Nitriansky kraj
Tura;188;96;51.06;96;96;188;55;29.25;55;48;Levice;Nitriansky kraj
Uhliska;183;70;38.25;70;70;183;53;28.96;53;52;Levice;Nitriansky kraj
Velke Kozmalovce;583;366;62.77;366;366;583;283;48.54;283;281;Levice;Nitriansky kraj
Velke Ludince;1281;388;30.28;388;387;1274;274;21.5;274;269;Levice;Nitriansky kraj
Velke Turovce;623;243;39;243;243;626;212;33.86;212;209;Levice;Nitriansky kraj
Velky Dur;1065;495;46.47;495;492;1065;415;38.96;415;400;Levice;Nitriansky kraj
Vyskovce nad Iplom;555;187;33.69;187;187;555;157;28.28;157;155;Levice;Nitriansky kraj
Vysne nad Hronom;147;69;46.93;69;69;145;61;42.06;61;59;Levice;Nitriansky kraj
Zalaba;128;72;56.25;72;70;128;70;54.68;70;69;Levice;Nitriansky kraj
Zbrojniky;446;180;40.35;180;180;451;169;37.47;169;163;Levice;Nitriansky kraj
Zeliezovce;5804;2303;39.67;2302;2290;5779;2006;34.71;2006;1986;Levice;Nitriansky kraj
Zemberovce;1034;534;51.64;534;532;1036;446;43.05;446;440;Levice;Nitriansky kraj
Zemliare;139;62;44.6;62;60;142;50;35.21;50;49;Levice;Nitriansky kraj
Aleksince;1431;595;41.57;595;593;1435;501;34.91;501;490;Nitra;Nitriansky kraj
Bab;939;474;50.47;474;473;939;360;38.33;360;354;Nitra;Nitriansky kraj
Babindol;567;266;46.91;266;265;560;186;33.21;186;182;Nitra;Nitriansky kraj
Badice;317;172;54.25;172;170;318;144;45.28;144;144;Nitra;Nitriansky kraj
Branc;1861;926;49.75;926;922;1844;782;42.4;782;777;Nitra;Nitriansky kraj
Cabaj - Capor;3379;1587;46.96;1587;1579;3363;1304;38.77;1304;1279;Nitra;Nitriansky kraj
Cab;643;334;51.94;334;333;643;266;41.36;266;262;Nitra;Nitriansky kraj
Cakajovce;951;468;49.21;468;467;952;397;41.7;397;390;Nitra;Nitriansky kraj
Cechynce;1006;501;49.8;501;499;1009;395;39.14;395;383;Nitra;Nitriansky kraj
Celadice;837;370;44.2;370;367;837;341;40.74;341;336;Nitra;Nitriansky kraj
Cifare;481;213;44.28;213;213;479;148;30.89;148;146;Nitra;Nitriansky kraj
Dolne Lefantovce;539;297;55.1;297;297;542;232;42.8;232;228;Nitra;Nitriansky kraj
Dolne Obdokovce;953;382;40.08;382;381;949;288;30.34;288;283;Nitra;Nitriansky kraj
Golianovo;1392;810;58.18;810;807;1397;628;44.95;628;616;Nitra;Nitriansky kraj
Horne Lefantovce;762;428;56.16;428;426;749;363;48.46;363;353;Nitra;Nitriansky kraj
Hostova;327;165;50.45;165;165;326;134;41.1;134;131;Nitra;Nitriansky kraj
Hrubonovo;432;222;51.38;222;222;437;211;48.28;211;208;Nitra;Nitriansky kraj
Ivanka pri Nitre;2295;1186;51.67;1186;1176;2294;960;41.84;960;938;Nitra;Nitriansky kraj
Jarok;1686;898;53.26;898;891;1686;743;44.06;743;725;Nitra;Nitriansky kraj
Jelenec;1716;763;44.46;763;756;1718;640;37.25;640;627;Nitra;Nitriansky kraj
Jelsovce;840;385;45.83;385;383;834;299;35.85;299;295;Nitra;Nitriansky kraj
Kapince;165;90;54.54;90;90;167;83;49.7;83;83;Nitra;Nitriansky kraj
Klasov;1027;467;45.47;467;466;1034;415;40.13;415;411;Nitra;Nitriansky kraj
Kolinany;1288;588;45.65;588;581;1289;474;36.77;474;471;Nitra;Nitriansky kraj
Lehota;1912;1043;54.55;1043;1042;1916;907;47.33;907;894;Nitra;Nitriansky kraj
Lucnica nad Zitavou;800;435;54.37;435;429;786;344;43.76;344;340;Nitra;Nitriansky kraj
Ludovitova;213;130;61.03;130;129;208;111;53.36;111;107;Nitra;Nitriansky kraj
Lukacovce - Nitra;964;458;47.51;458;456;973;377;38.74;377;368;Nitra;Nitriansky kraj
Luzianky;2440;1139;46.68;1138;1132;2435;883;36.26;882;862;Nitra;Nitriansky kraj
Male Chyndice;323;156;48.29;156;155;323;115;35.6;115;113;Nitra;Nitriansky kraj
Male Zaluzie;232;141;60.77;141;140;234;142;60.68;142;141;Nitra;Nitriansky kraj
Maly Cetin;341;197;57.77;197;196;341;186;54.54;186;184;Nitra;Nitriansky kraj
Maly Lapas;739;456;61.7;456;454;733;362;49.38;362;355;Nitra;Nitriansky kraj
Melek;413;216;52.3;216;213;416;189;45.43;189;180;Nitra;Nitriansky kraj
Mojmirovce;2360;1076;45.59;1076;1073;2353;867;36.84;867;857;Nitra;Nitriansky kraj
Nitra;66045;35060;53.08;35049;34890;65906;31146;47.25;31144;30553;Nitra;Nitriansky kraj
Nitrianske Hrnciarovce;1753;952;54.3;952;950;1748;820;46.91;820;813;Nitra;Nitriansky kraj
Nova Ves nad Zitavou;1101;571;51.86;571;570;1096;474;43.24;474;464;Nitra;Nitriansky kraj
Nove Sady;1096;624;56.93;624;623;1089;510;46.83;510;506;Nitra;Nitriansky kraj
Pana;309;144;46.6;144;144;319;129;40.43;129;129;Nitra;Nitriansky kraj
Podhorany - Nitra;913;473;51.8;473;470;918;379;41.28;379;376;Nitra;Nitriansky kraj
Pohranice;924;494;53.46;494;491;921;358;38.87;358;353;Nitra;Nitriansky kraj
Polny Kesov;556;250;44.96;250;250;556;239;42.98;239;235;Nitra;Nitriansky kraj
Risnovce;1703;883;51.84;883;881;1702;706;41.48;706;695;Nitra;Nitriansky kraj
Rumanova;688;348;50.58;348;345;685;292;42.62;292;290;Nitra;Nitriansky kraj
Svatoplukovo;1101;534;48.5;534;532;1102;416;37.74;416;411;Nitra;Nitriansky kraj
Stefanovicova;259;119;45.94;119;118;261;118;45.21;118;117;Nitra;Nitriansky kraj
Stitare;737;436;59.15;436;435;735;396;53.87;396;383;Nitra;Nitriansky kraj
Surianky;490;310;63.26;310;308;503;255;50.69;255;251;Nitra;Nitriansky kraj
Tajna;240;142;59.16;142;140;241;129;53.52;129;128;Nitra;Nitriansky kraj
Telince;312;112;35.89;112;112;313;88;28.11;88;88;Nitra;Nitriansky kraj
Velka Dolina;567;303;53.43;303;302;567;239;42.15;239;235;Nitra;Nitriansky kraj
Velke Chyndice;281;168;59.78;168;167;283;132;46.64;132;132;Nitra;Nitriansky kraj
Velke Zaluzie;3511;1844;52.52;1843;1829;3515;1412;40.17;1412;1389;Nitra;Nitriansky kraj
Velky Cetin;1391;563;40.47;563;559;1398;460;32.9;460;455;Nitra;Nitriansky kraj
Velky Lapas;1346;768;57.05;768;766;1348;620;45.99;620;611;Nitra;Nitriansky kraj
Vinodol;1579;653;41.35;653;646;1573;515;32.73;515;510;Nitra;Nitriansky kraj
Vrable;7277;3618;49.71;3618;3597;7299;3085;42.26;3085;3050;Nitra;Nitriansky kraj
Vycapy - Opatovce;1808;975;53.92;975;970;1806;871;48.22;871;864;Nitra;Nitriansky kraj
Zbehy;1821;942;51.72;942;941;1829;762;41.66;762;751;Nitra;Nitriansky kraj
Zirany;1134;531;46.82;531;528;1128;408;36.17;408;394;Nitra;Nitriansky kraj
Zitavce;351;164;46.72;164;164;350;148;42.28;148;143;Nitra;Nitriansky kraj
Beladice;1321;645;48.82;645;639;1315;513;39.01;513;506;Zlate Moravce;Nitriansky kraj
Caradice;410;233;56.82;233;231;418;207;49.52;207;202;Zlate Moravce;Nitriansky kraj
Cerveny Hradok;344;182;52.9;182;182;348;148;42.52;148;147;Zlate Moravce;Nitriansky kraj
Cierne Klacany;951;532;55.94;532;531;952;470;49.36;470;466;Zlate Moravce;Nitriansky kraj
Hostie;1029;583;56.65;583;579;1012;455;44.96;455;451;Zlate Moravce;Nitriansky kraj
Hostovce - Zlate Moravce;601;322;53.57;322;321;595;263;44.2;263;256;Zlate Moravce;Nitriansky kraj
Choca;429;207;48.25;207;205;433;182;42.03;182;181;Zlate Moravce;Nitriansky kraj
Jedlove Kostolany;777;372;47.87;370;367;788;348;44.16;348;341;Zlate Moravce;Nitriansky kraj
Kostolany pod Tribecom;303;184;60.72;184;183;312;200;64.1;200;195;Zlate Moravce;Nitriansky kraj
Ladice;662;283;42.74;283;281;664;231;34.78;231;224;Zlate Moravce;Nitriansky kraj
Lovce;588;327;55.61;327;325;586;248;42.32;248;244;Zlate Moravce;Nitriansky kraj
Machulince;907;514;56.67;514;513;907;434;47.85;434;419;Zlate Moravce;Nitriansky kraj
Male Vozokany;266;154;57.89;154;152;272;111;40.8;111;104;Zlate Moravce;Nitriansky kraj
Mankovce;450;254;56.44;254;254;442;226;51.13;226;223;Zlate Moravce;Nitriansky kraj
Martin nad Zitavou;440;229;52.04;229;229;443;199;44.92;199;196;Zlate Moravce;Nitriansky kraj
Nemcinany;563;287;50.97;287;286;557;261;46.85;261;255;Zlate Moravce;Nitriansky kraj
Neverice;563;306;54.35;306;302;570;246;43.15;246;239;Zlate Moravce;Nitriansky kraj
Nevidzany;494;298;60.32;298;297;501;245;48.9;245;242;Zlate Moravce;Nitriansky kraj
Obyce;1263;592;46.87;591;589;1262;503;39.85;503;492;Zlate Moravce;Nitriansky kraj
Skycov;812;434;53.44;434;428;810;375;46.29;375;365;Zlate Moravce;Nitriansky kraj
Slazany;1419;751;52.92;751;747;1412;643;45.53;643;631;Zlate Moravce;Nitriansky kraj
Slepcany;685;353;51.53;353;348;691;309;44.71;309;305;Zlate Moravce;Nitriansky kraj
Tekovske Nemce;889;385;43.3;385;384;886;331;37.35;331;324;Zlate Moravce;Nitriansky kraj
Tesarske Mlynany;1384;665;48.04;665;656;1379;515;37.34;515;510;Zlate Moravce;Nitriansky kraj
Topolcianky;2291;1324;57.79;1324;1317;2297;1147;49.93;1147;1127;Zlate Moravce;Nitriansky kraj
Velcice;701;418;59.62;418;418;692;376;54.33;376;372;Zlate Moravce;Nitriansky kraj
Velke Vozokany;377;236;62.59;236;236;380;201;52.89;201;196;Zlate Moravce;Nitriansky kraj
Vieska nad Zitavou;375;216;57.6;215;211;374;204;54.54;204;198;Zlate Moravce;Nitriansky kraj
Volkovce;859;424;49.35;424;422;867;392;45.21;392;392;Zlate Moravce;Nitriansky kraj
Zlate Moravce;10144;5046;49.74;5046;5027;10118;4357;43.06;4357;4288;Zlate Moravce;Nitriansky kraj
Zlatno - Zlate Moravce;196;88;44.89;88;87;197;94;47.71;94;94;Zlate Moravce;Nitriansky kraj
Zikava;419;248;59.18;248;245;418;184;44.01;184;176;Zlate Moravce;Nitriansky kraj
Zitavany;1624;863;53.14;863;851;1624;671;41.31;671;652;Zlate Moravce;Nitriansky kraj
Andovce;1262;553;43.81;553;551;1263;455;36.02;455;449;Nove Zamky;Nitriansky kraj
Bajtava;312;99;31.73;99;99;312;73;23.39;73;71;Nove Zamky;Nitriansky kraj
Banov;3106;1584;50.99;1584;1579;3093;1366;44.16;1366;1345;Nove Zamky;Nitriansky kraj
Bardonovo;647;268;41.42;268;264;648;236;36.41;236;235;Nove Zamky;Nitriansky kraj
Bela - Nove Zamky;314;107;34.07;107;105;317;99;31.23;99;98;Nove Zamky;Nitriansky kraj
Besenov;1366;442;32.35;442;437;1362;335;24.59;335;327;Nove Zamky;Nitriansky kraj
Bina;1199;281;23.43;281;274;1204;182;15.11;182;180;Nove Zamky;Nitriansky kraj
Branovo;488;268;54.91;268;267;484;245;50.61;245;244;Nove Zamky;Nitriansky kraj
Bruty;489;149;30.47;149;148;488;93;19.5;93;87;Nove Zamky;Nitriansky kraj
Cechy;257;133;51.75;133;133;264;129;48.86;129;128;Nove Zamky;Nitriansky kraj
Cernik;844;448;53.08;448;445;850;336;39.52;336;324;Nove Zamky;Nitriansky kraj
Dedinka;567;269;47.44;269;268;581;262;45.09;262;255;Nove Zamky;Nitriansky kraj
Dolny Ohaj;1314;681;51.82;681;679;1316;592;44.98;592;587;Nove Zamky;Nitriansky kraj
Dubnik;1330;458;34.43;458;454;1328;366;27.56;366;362;Nove Zamky;Nitriansky kraj
Dvory nad Zitavou;4146;1343;32.39;1343;1336;4155;1226;29.5;1226;1211;Nove Zamky;Nitriansky kraj
Gbelce;1792;501;27.95;501;495;1793;418;23.31;418;413;Nove Zamky;Nitriansky kraj
Hul;1035;497;48.01;497;495;1043;392;37.58;392;378;Nove Zamky;Nitriansky kraj
Chlaba;584;106;18.15;106;106;593;95;16.2;95;94;Nove Zamky;Nitriansky kraj
Jasova;964;494;51.24;494;492;965;419;43.41;419;411;Nove Zamky;Nitriansky kraj
Jatov;619;337;54.44;337;333;621;290;46.69;290;285;Nove Zamky;Nitriansky kraj
Kamenica nad Hronom;1089;276;25.34;276;274;1092;251;22.98;251;242;Nove Zamky;Nitriansky kraj
Kamenin;1242;275;22.14;275;274;1253;206;16.44;206;205;Nove Zamky;Nitriansky kraj
Kamenny Most;876;250;28.53;250;248;880;209;23.75;209;209;Nove Zamky;Nitriansky kraj
Kmetovo;732;427;58.33;427;426;717;366;51.04;366;358;Nove Zamky;Nitriansky kraj
Kolta;1102;520;47.18;520;519;1093;414;37.87;414;398;Nove Zamky;Nitriansky kraj
Komjatice;3447;1532;44.44;1532;1524;3453;1294;37.47;1294;1278;Nove Zamky;Nitriansky kraj
Komoca;820;279;34.02;279;276;818;232;28.36;232;229;Nove Zamky;Nitriansky kraj
Lela;269;81;30.11;81;74;268;82;30.59;82;80;Nove Zamky;Nitriansky kraj
Lipova - Nove Zamky;1307;641;49.04;641;640;1303;488;37.45;488;475;Nove Zamky;Nitriansky kraj
Luba;372;104;27.95;104;104;371;81;21.83;81;79;Nove Zamky;Nitriansky kraj
Mala nad Hronom;335;89;26.56;89;88;335;56;16.71;56;53;Nove Zamky;Nitriansky kraj
Male Kosihy;294;84;28.57;84;84;292;61;20.89;61;60;Nove Zamky;Nitriansky kraj
Mana;1706;777;45.54;777;772;1717;627;36.51;627;617;Nove Zamky;Nitriansky kraj
Michal nad Zitavou;555;313;56.39;313;312;550;285;51.81;285;278;Nove Zamky;Nitriansky kraj
Mojzesovo;1105;544;49.23;544;543;1107;462;41.73;462;457;Nove Zamky;Nitriansky kraj
Muzla;1604;414;25.81;413;409;1601;335;20.92;335;333;Nove Zamky;Nitriansky kraj
Nana;996;304;30.52;304;303;994;242;24.34;242;236;Nove Zamky;Nitriansky kraj
Nova Vieska;598;205;34.28;205;204;595;144;24.2;144;142;Nove Zamky;Nitriansky kraj
Nove Zamky;32168;14521;45.14;14518;14452;32095;13023;40.57;13023;12819;Nove Zamky;Nitriansky kraj
Obid;931;237;25.45;237;235;927;185;19.95;185;184;Nove Zamky;Nitriansky kraj
Palarikovo;3502;1476;42.14;1476;1462;3513;1146;32.62;1146;1137;Nove Zamky;Nitriansky kraj
Pavlova;195;66;33.84;66;66;195;52;26.66;52;50;Nove Zamky;Nitriansky kraj
Podhajska;1040;538;51.73;538;534;963;482;50.05;481;474;Nove Zamky;Nitriansky kraj
Pozba;393;217;55.21;217;217;399;186;46.61;186;184;Nove Zamky;Nitriansky kraj
Radava;660;377;57.12;373;373;659;318;48.25;317;308;Nove Zamky;Nitriansky kraj
Rastislavice;792;406;51.26;406;406;796;363;45.6;363;362;Nove Zamky;Nitriansky kraj
Ruban;752;204;27.12;204;202;755;149;19.73;149;146;Nove Zamky;Nitriansky kraj
Salka;874;192;21.96;192;191;873;131;15;131;129;Nove Zamky;Nitriansky kraj
Semerovo;1083;480;44.32;480;476;1090;409;37.52;409;403;Nove Zamky;Nitriansky kraj
Sikenicka;386;112;29.1;112;111;387;66;17.5;66;66;Nove Zamky;Nitriansky kraj
Strekov;1649;396;24.1;395;393;1654;327;19.77;327;324;Nove Zamky;Nitriansky kraj
Svodin;2045;548;26.79;548;547;2035;461;22.65;461;458;Nove Zamky;Nitriansky kraj
Sarkan;295;73;24.74;73;73;287;82;28.57;82;81;Nove Zamky;Nitriansky kraj
Sturovo;8557;2804;32.76;2804;2786;8579;2612;30.44;2612;2587;Nove Zamky;Nitriansky kraj
